score,content,English
4,Menurut saya aplikasi ini sudah cukup baik ya. Hanya saja saya ingin memberikan sedikit saran. Alangkah lebih baik jika Ipusnas menyediakan fitur baca. Jadi tidak hanya ada fitur pinjam saja. Sehingga kalau ada yang kehabisan buku karena telah di pinjam masih tetap bisa membaca. Ya sistemnya seperti di perpustakaan offline yang mana kita bisa membaca dan juga bisa meminjam.,"I think this application is good enough. I just want to give a little advice. It would be better if Ipusnas provided a reading feature. So it's not just a borrowing feature. So if someone runs out of books because they have been borrowed, they can still read. Yes, the system is like an offline library where we can read and borrow."
1,Gimana sih apk ini masak mau.minjam fertifikasi email terus padahal udah mending aninstal aja,How do you get this apk ready. Borrow email verification even though it's better to just install it
3,Error terus perasaan🗣️,Error keeps feeling🗣️
4,"Sayang nya masih ada buku yang kosong,mohon lebih d lengkapi tpi mantab lahh 👍","Unfortunately, there is still an empty book, please complete it more but it's great 👍"
2,Kurang,Not enough
4,"Terimakasih iPusnas telah menghadirkan bacaan yang lumayan lengkap dan beragam kategori, tetapi jika boleh saya memberi saran alangkah baiknya di fitur antrian itu diurutkan berdasarkan no antrian, bukan siapa cepat dia dapat, atau bisa diberi notif langsung kapan buku yg di cari tersedia tanpa harus membuka aplikasi dulu.","Thank you iPusnas for presenting fairly complete readings and various categories, but if I may give you a suggestion, it would be better if the queue feature is sorted by queue number, not who gets it fast, or can be notified directly when the book you are looking for is available without having to open the application. before."
5,Maen,play
3,Maaf sebelumnya mengapa saat saya membuka aplikasi iupunas terdapat tulisan terjadi kesalahan dan tidak dapat memuat data saya ingin segera diperbaiki karena saya butuh untuk bacaan saya terima kasih.,"Sorry in advance why when I open the iupunas application there is an error that says an error has occurred and can't load data I want to be fixed immediately because I need it for my reading, thank you."
4,Tambahin lagi buku manga/komik jepang dongg nanti saya kasih bintang 5 dehh,"Please add more Japanese manga/comic books, I'll give you 5 stars later"
4,"Fitur mantap walaupun kadang fitur daftar isi tidak ada, namun fitur bookmark masih bisa menutupi kekurangan-kekurangannya 👍","Great features, although sometimes the table of contents feature isn't there, but the bookmark feature can still cover up its shortcomings 👍"
2,"Kok erorr terus kalo mau minjem buk. Tolong di perbaiki lah. Saat pandemi susah nyari buku karena perpustakaan tutup, nyari online mlhan di persusah lagi","How come there is an error if you want to borrow a book. Please fix it. During the pandemic it's hard to find books because the library is closed, looking online is getting harder and harder"
4,Suka sekali,Love it
2,"Baru download aplikasi terus pas dibuka ada tulisan ""tidak dapat mengambil data dari server dan tidak ada DLS"" itu kenapa ya?","I just downloaded the application and when I opened it, it said ""unable to retrieve data from server and no DLS."" Why is that?"
5,"Sebenarnya mau kasih bintang 3, soalnya aplikasi eror terus, buku mau ku kembalikan malah ga bisa, udah install ulang tetep gabisa, jadi ya ku uninstall, padahal lagi butuh banget :( terus banyak buku yang lama ga dikembalikan, jadinya yang antri ya ga akan bisa pinjem. Tolong dong, kalo uda waktunya dikembalikan, auto kembali gitu loh, biar ga kasian yang antri tapi digantung Ini 100% yang terjadi, bukan mengada-ada, terus kembangkan aplikasinya buat developer, terima kasih.","Actually I want to give 3 stars, because the application keeps crashing, I want to return the book but I can't, I reinstalled it still doesn't work, so I uninstalled it, even though I really need it :( and many old books are not returned, so the queues won't work Can I borrow it, please, when it's time to return it, it will return automatically, so you don't feel bad for those who are queuing but being hanged."
3,"Saya tidak bisa membuka aplikasi setelah menginstal, aplikasinya tolong di Improve lagi","I can't open the application after installing, please improve the application again"
3,"Mohon pihak ipusnas bisa dijelaskan mengapa saat saya install ulang terdapat keterangan tidak dapat msngambil data dari server dan tidak ada DLS, saya mau pinjam buku untuk tugas. Mohon secepatnya dapat diperbaiki ulang agar tidak terus seperti ini !","Please explain why when I re-installed Ipusnas there was a statement that I couldn't retrieve data from the server and there was no DLS, I want to borrow a book for my assignment. Please fix it as soon as possible so it doesn't continue like this!"
5,Aplikasinya bagus. Recommended untuk pelajar buat tambahan referensi.,The app is good. Recommended for students to make additional references.
5,Kembangkan lagi ya aplikasinya,Please develop the application again
3,"Ipusnas, sekarang tidak bisa screenshoot ya? Kenapa?","Ipusnas, now you can't take screenshots, can you? Why?"
5,Merasa aman dan nyaman membaca ebook legal 🥰,Feel safe and comfortable reading legal ebooks
2,Kok nggk bisa saya meminjam bukunya Pas saya pinjam katanya email anda belum dikonfirmasi Begitu aja terus,"How come I can't borrow the book. When I borrow it, it says your email hasn't been confirmed. That's just how it is"
3,"Tolong, stok bukunya di perbanyak. Apalagi buku untuk mahasiswa. Ngantri terus kalo mau piijem.","Please, increase the stock of books. Especially books for students. Keep waiting in line if you want piijem."
5,Kok tidak bisa dibuka...?,Why can't it be opened...?
1,Ada masalah lagiyaa tolong dong segera diperbaiki lagi ipusnasnya,"There's another problem, please fix the ipusnas immediately"
1,"Saya punya 2device. HP 1 diinstal ipusnas aman aman saja. HP 2 ga bisa masuk, katanya gagal mengambil data dari server atau ada kesalahan DLS. Apapula itu kesalahan DLS.","I have 2 devices. HP 1 installed ipusnas safe and secure. HP 2 can't log in, it says it failed to retrieve data from the server or there is a DLS error. After all, it's a DLS error."
5,"Bukunya terbilang lengkap tapi amat disayangkan masih perlu perbaikan agar kedepan lebih baik karena saya mengalami masalah"" tidak dapat mengambil data dari server dan tidak DLS, tutup aplikasi? ""","The book is fairly complete but it's a shame that it still needs improvement so that it will be better in the future because I'm having a problem ""can't retrieve data from the server and no DLS, close the application?"""
2,"Assalamualaikum mohon maaf kenapa aplikasinya kok tidak bisa dibuka?,padahal sudah saya update.","Assalamualaikum, sorry, why can't the application be opened, even though I have updated it."
1,Jelek gak bisa di buka,Ugly can't be opened
1,Force close ketika mau baca,Force close when you want to read
1,Jadi banyak tugas ah,So much work ah
1,Tidak bisa login sama sekali,Can't login at all
5,Bagus untuk membaca online,Great for online reading
2,"Mohon diperbaiki sistemnya, bukunya tidak bisa dipinjam, karena jaringan error. Padahal sinyal lancar, untuk aplikasi lain bisa. Mohon diperbaiki","Please fix the system, the book cannot be borrowed, because of a network error. Even though the signal is smooth, for other applications it can. Please fix"
2,"""Tidak dapat mengambil data dari server dan tidak ada DLS"" itu kenapa ya?","""Unable to retrieve data from server and no DLS"" why is that?"
1,"Kak ini kanapa ipusnas nya itu eror terus ya, aku dari tadi mau buka gak bisa bisa, udah uninstall terus install lagi tetep gak mau, katanya gak bisa ambil data","Sis, why is Ipusnas always getting an error, I've been wanting to open it, I can't, I've uninstalled it and installed it again, it still doesn't want to, it says it can't retrieve data"
1,"koneksi internet ok, penyimpanan ok, buka aplikasi? nope. makin parah aja ni ipusnas:(","internet connection ok, storage ok, open app? nope. it's just getting worse ipusnas :("
3,"Aplikasinya error, tidak bisa bukaa.. Tolong diperbaiki secepatnya","The application has an error, it can't open.. Please fix it ASAP"
2,Kok g bisa d buka2 ya,How come you can't open it?
1,"Saya tidak bisa login, dan saat membuka kembali apps. Selalu muncul tidak dapat mengambil data dari server & tidak ada DLS. Itu kenapa yaa?berulang kali mencoba tapi selalu begitu.","I can't login, and when I reopen the apps. Always showing can't fetch data from server & no DLS. That's why huh? tried repeatedly but always like that."
3,iPusnas kenapa dah? Bukunya gabisa dibaca. Padahal lagi penting banget,why iPusnas? The book is readable. Even though it's very important
1,Kenapa saya sudah download tapi pas sudah di buka bacaannya tidak dapat mengambil data dari server dan tidak DLS ?,Why have I downloaded it but when it is opened it can't retrieve data from the server and no DLS?
2,"Error pada saat membuka halaman pinjam buku, keterangan error network timeout padahal koneksi internet lancar.","An error when opening the borrow book page, a description of the network timeout error even though the internet connection is smooth."
1,"Saya baru unduh lagi apk ini sesudah ganti hp, tp setelah instal kok apknya nggak bisa kebuka yah,tolong min ini gimana🙏","I just downloaded this apk again after changing my cellphone, but after installing the apk, how come the apk can't be opened, please, how do I do this🙏"
1,"Ipusnas nya kenapa eror sih , perbaiki dong . Lagi penting banget ni malah gak bsa di bukak","Why is the Ipusnas an error, please fix it. It's very important, it can't even be opened"
4,Sudah ada perbaikan.. semoga ke depannya semakin baik lagi,There have been improvements.. hopefully in the future it will be even better
1,"Duhh erorr terus ini kenapa?😭 Lg genting bgt lohhh, hadeuhhh2, kecewa!","Oops, why is this error all the time? It's really important, ahhh, ha, disillusioned!"
5,"Aduh, kenapa saya tidak bisa buka aplikasinya, ya??","Oops, why can't I open the app, huh??"
2,Kenapa saya tidak bisa log in? Apa ipusNas sedang error? Mohon penjelasannya,Why can't I log in? Is ipusNas an error? Explanation please
5,Mantaaap,nice
4,Sangat membatu untuk mencari referensi saat pandemi,Very petrified to find references during the pandemic
4,Ok,ok
1,"Kenapa saya ngak bisa menandai halaman yang telah saya baca (Bookmark nya ngak bisa digunakan) khusus untuk buku yang berjudul ""master bahasa Indonesia"". Mohon penjelasannya 🙏🙏🙏","Why can't I mark the page I've read (the bookmark can't be used) specifically for the book entitled ""Indonesian master"". Please explain 🙏🙏🙏"
4,sering error,frequent errors
2,Ini kenapa ipusnas ga bisa dibuka. Mohon bantuannya,This is why Ipusnas cannot be opened. Please help
5,Hallo Ipusnaa saya Yahdi 😊 membantu banget buat tugas harian kampus min 🙏 Terima kasih,"Hello iTunes, I'm Jewish 😊 very helpful for my daily campus assignments 🙏 Thank you"
2,"Aku belum bisa makenya gimana, masih pusing sama asing juga😂","I can't do it yet, I'm still dizzy with strangers😂"
2,Maaf baru donload kok udah gx bsa d pake..tiyap mw minjem eror..mohon bantuan nya ya kak admib,"Sorry, I just downloaded it, I can't use it."
1,Dikit-dikit maintenance.... dikit-dikit maintenance. Maintenance terooosss... mantap😣😣😣😣,A little bit of maintenance.... a little bit of maintenance. Maintenance terooosss... great😣😣😣😣
5,Manstab,great
5,"saya suka aplikasi ini. cuma kekurangan nya di device dengan keyboard, halamn tidak bisa dibuka dengna tombol arah, hanya bisa dengan touchpad.","i like this app. the only drawback is on a device with a keyboard, the page cannot be opened with the direction keys, it can only be done with the touchpad."
3,Buku nya menurutku kurang,I think the book is lacking
1,"Kecewa😭 Registrasinya susah. Padahal baru pertama kali registrasi dibilangnya email sudah pernah digunakan. Setelah pakai email baru lagi tetap aja gak bisa. Ingat loh, di dalamnya ada gambar bapak Presiden. Pakai nama Presiden, Janga sampai mengecewakan. Semoga bisa semakin diperbaiki yaa.","Disappointed 😭 Registration is difficult. Even though this is the first time you have registered, you can say that your email has already been used. After using a new email again, it still doesn't work. Remember, there is a picture of the President in it. Use the President's name, don't disappoint. Hopefully it can be improved."
5,"Terimakasih telah memudahkan saya belajar lewat aplikasi ini, dengan aplikasi yang terdapat pada handphone dan laptop semakin memudahkan pengguna untuk membaca dimana saja. Saran saya semoga apk pada laptop lebih diperbarui lagi. Karena menurut saya waktu yang digunakan untuk memroses/meminjam buku bacaan agak lambat.","Thank you for making it easier for me to learn through this application, with the applications found on mobile phones and laptops, it makes it easier for users to read anywhere. My advice is that the apk on the laptop is more updated. Because I think the time used to process/borrow reading books is a bit slow."
5,"Mantep lah, e-book nya lumayan lengkap","That's great, the e-book is quite complete"
4,"Hai, Ipusnas! Alhamdulillah ya sudah tidak ada kendala lagi, oh iya banyakin buku kuliah tentang sastra Indonesia yaa(:","Hi, Ipusnas! Thank God, there are no more problems, oh yes, there are lots of textbooks on Indonesian literature, okay(:"
1,"Kok aneh sih apk ini ya, pas mau pinjam buku langsung auto lose apk langsung. Urgen nih lah","Why is this apk strange, right, when you want to borrow a book, you automatically lose the apk directly. It's urgent"
5,Semangat terus untuk berkarya 👍🏿,Keep up the good work 👍🏿
5,"Terimakasih banyak apknya sangat membantu kami buat mahasiswa, hnya saja terkait antrian peminjaman buku yg menurut saya jadi membuat malas pinjam, yg antri banyak sekali, mungkin disediakan lebih dari satu buku saja, biar tidak terlalu megantri, kan pakainya driver itu bisa digandakan mungkin perlu sedikit evaluasi terkait ketersediaan dan jumlah buku yg ada, mohon maaf jika saya salah, terimakasih","Thank you very much, the apk really helped us for students, it's just related to the queue for borrowing books which in my opinion makes it lazy to borrow, there are a lot of queues, maybe more than one book is provided, so we don't have to queue too much, you can use the driver, it can be duplicated, maybe it takes a little evaluation regarding the availability and number of books available, sorry if I'm wrong, thank you"
3,"Tidak bis meminjam buku,padahal sudah melakukan verifikasi email","Can't borrow a book, even though I've verified my email"
5,"Aplikasi ini sangat bagus bagi masyarakat Indonesia. Terutama bagi para pelajar yg terkendala biaya untuk membeli buku pelajaran . aplikasi ini bisa dijadikan rujukan referensi belajar bagi para pelajar di Indonesia. karena mereka dapat meminjam buku secara gratis di sini. Aplikasi ini bisa meningkatkan wawasan masyarakat serta meningkatkan minat baca masyarakat Indonesia. Selain itu, kita bisa membaca buku- buku di aplikasi ini secara offline jadi sangat hemat kuota internet.","This application is very good for the people of Indonesia. Especially for students who are constrained by the cost of buying textbooks. This application can be used as a reference for learning references for students in Indonesia. because they can borrow books for free here. This application can increase public insight and increase interest in reading Indonesian people. In addition, we can read books in this application offline so it saves internet quota very much."
3,"Tolong dong ditambahin lagi buku buku perkuliahan, hampir semua yang saya searching gada, kalau boleh buku yang terkait dengan heremenutika dan sebagainya, perpanyak lagi buku metode penafsirannya... Sekian terimakasih","Please add more lecture books, almost everything I searched is missing, if possible, books related to heredity and so on, add more books on the interpretation method... Thank you so much"
2,Hallo ipusnas kenapa beberapa hari ini tidak bisa login dan masuk aplikasi ya. Tulisan nya hanya server tidak bisa mengambil data DLS mohon di perbaiki segera,"Hello ipusnas, why haven't you been able to login and enter the application for a few days? The writing is only that the server cannot retrieve DLS data, please fix it immediately"
1,"Tidak bisa terbuka, ""tidak dapat mengambil data dari server""","Unable to open, ""unable to retrieve data from server"""
1,Ipusnas lagi rusak ya? Aku gak bisa buka app nya? Kenapa ya?,"Ipusnas is broken, isn't it? I can't open the app? I wonder why?"
5,Susah banget ya koneknya padahal koneksi lancar,"It's really difficult to connect, even though the connection is smooth"
5,"Saya sangat suka aplikasi ini, sangat membantu saya untuk membaca buku gratis.","I really like this app, it really helps me to read free books."
1,Tidak dapat mengambil data mulu,Unable to retrieve raw data
1,"Kenapa gak bisa di buka?,tulisannya tidak dapat mengambil data.Padahal udah kudonwload dan unistal berkali kali","Why can't it be opened?, the text can't retrieve data. Even though I've downloaded and uninstalled it many times"
3,Download belum genap seminggu tapi aplikasi eror mulu,"The download hasn't even been a week, but the application has been error-free"
3,Akun saya kenapa jadi error ya? Tolong diperbaiki lagi,Why is my account getting an error? Please fix again
3,"Kenapa ya akhir2 ini aplikasinya ngelag terus,, gak bisa dibuka🤔","Why has the app been lagging lately, it can't be opened🤔"
2,Min kok nggak bisa login ya Ada tulisan nggak bisa menerima data dari server itu gimana ya,"Min, how come I can't log in, it says can't receive data from the server, how do you do it"
2,Masih suka error tolong perbaiki.,Still like the error please fix it.
2,"Maaf, kok aplikasinya error, ya? Saya mau masuk jadi susah gini?","Sorry, why is the application error, huh? I want to enter so difficult?"
5,Tolong tambahkan buku dari bertrand russel berpikir ala filsuf,Please add a book from bertrand russel thinking like a philosopher
2,"Gimana ini saya gak bisa login. Terjadi kesalahan terus, dan tidak ada data dari server katanya.","How come I can't login. The error keeps happening, and there is no data from the server it says."
4,Maaf ka ko error ya? Kenapa ya gak bisa akses lagi?,"I'm sorry, did you make an error? Why can't you access it anymore?"
5,😇😇😇,️
2,Diupdate mala makin sulit loading gagal mulu,"It's updated, it's getting harder and harder to load, it keeps failing"
1,"Ipusnas saya mau login kok tidak bisa, bikin sebel banget😭 katanya ga ada dsl atau apalah itu Lagi penting""nya kok malah kek gini😭","Ipusnas, I want to login, how come I can't, it makes me really annoyed it says there is no dsl or whatever it's more important ""how come it's like this"
3,Akhir akhir ini app nya sering eror,"Lately, the app often crashes"
5,Bagus banget,Really good
1,"Untuk hasil pencaharian sangat buruk dan buku mengenai perkuliahan terbatas, serta kesediaan buku 0 terus tiap hari","For very poor livelihoods and books on lectures are limited, as well as the availability of 0 books every day"
1,Saya mau cari buku menggunakan berbagai keyword kok tidak bisa ya?,"I want to search for books using various keywords, why can't I?"
4,Semangat min banyakin buku nya,I'm excited to have more books
1,"Di kolom pencarian ngak ada yg keluar sama sekali buku yang saya cari ,padahl saya liat d youtube tutorialnya keluar tapi ini kebalikanya ,kecewa sih😥","In the search column nothing came out at all the book I was looking for, even though I saw the tutorial on youtube, it came out but this is the opposite, I'm disappointed"
4,Halo kakak.... Suka banget sama aplikasi ini. Tapi sayang kolom search buku susah banget nampilin hasilnya. Apa lagi ada masalah?? Kasih bintang 4 dulu deh,Hello brother.... I really like this application. But unfortunately the book search column is very difficult to display the results. What else is the problem?? Give 4 stars first
3,Kok tidak dapat mengkontak server ya,How come you can't contact the server?
3,"Awalnya aplikasi ini bagus, cuma buku-buku untuk perkuliahan kurang lengkap. Lagipula, ada eror ketika saya hendak membuka aplikasinya, mohon pencerahan apa yang harus saya lakukan agar ipusnas di gawai saya dapat dibuka kembali.🙏","Initially this application was good, only the books for lectures were incomplete. After all, there was an error when I was about to open the application, please enlighten me what should I do so that Ipusnas on my device can be reopened.🙏"
1,Tidak bisa masuk ke app. Selalu terjadi kesalahan.,Cannot enter the app. There's always an error.
3,"Halo ipusnas, kenapa aplikasinya kok sering eror ya? Bahkan akunku sering keluar sendiri","Hello ipusnas, why does the application often error? Even my account often goes out by itself"
3,Apk error boss,Apk error boss
1,Tolong ya kenapa error terus. Gk bisa dibuka. Koleksinya dikit. Mengecewakan. Padahal e perpus nasional loh,"Please, why does it keep getting errors. Can't be opened. The collection is small. Disappointing. Even though it's a national library"
1,"Saya tidak dapat masuk ipusnas,, ""tidak dapat mengambil data dari server"" Sudah ganti provider, tetap saja tidak bisa masuk . Apakah server down? Say sangat tidak nyaman","I can't log in to ipusnas,, ""unable to retrieve data from server"" I've changed providers, still can't log in. Is the server down? I'm very uncomfortable"
3,"Sering eror, juga loadingnya lama....mohon untuk ditingkatkan lagi🙏","Errors often occur, it also takes a long time to load....please improve again🙏"
2,Tidak menerima data dari server terus min,Not receiving data from the server continues min
2,"Error terus, padahal lagi penting banget buat nyari referensi. Bisa membantu banget dimasa pandemi, jadi ga perlu keluar rumah. Tapi sering error error gini, mohon cepet diperbaiki lah sistemnya. Biar gak error mulu kalo dibuka.","The error continues, even though it's really important to look for references. It can really help during a pandemic, so you don't have to leave the house. But this error often occurs, please fix the system quickly. Let's not get an error when it's opened."
1,Kecewa sumpah buku masa iya malem ga bisa dibuka mana mau ngerjain..tambahin lagi dong buku,"Disappointed, I swear the book at night can't be opened, where do you want to work... please add more books"
5,"Terimakasih iPusnas, dengan iPusnas pinjam buku jadi lebih mudah","Thank you iPusnas, with iPusnas borrowing books is easier"
5,So good. Semoga koleksi bukunya terus bertambah.,So good. Hopefully the book collection continues to grow.
5,"Hello iPusnas, terimakasih atas aplikasi yang bagus & bermanfaat inii // Sedikit saran, kalau bisa ditambahkan lebih banyak lagi asupan buku2 non fiksi yg bagus2 seperti Rich Dad Poor Dad, Men are from Mars Women are from Venus, Anne Frank Diary, Totto Chan juga buku2 dari penulis seperti Gary Chapman, Daniel Kahneman, Meik Wiking, dll // Sekian. Hohoho Thank you iPusnas, keep going 📚","Hello iPusnas, thank you for this good and useful application // A few suggestions, if you can add more good non-fiction books such as Rich Dad Poor Dad, Men are from Mars Women are from Venus, Anne Frank Diary, Totto Chan too books by authors like Gary Chapman, Daniel Kahneman, Meik Wiking, etc. // That's it. Hohoho Thank you iPusnas, keep going"
5,"Dengan app ini, hobby membacaku jadi lebih mudah tersalurkan","With this app, hobbies make it easier to channel them"
5,aplikasinya mantap,great app
5,"Bagus aplikasinya, ini membuktikan bahwa pemerintah hadir untuk bisa meningkatkan tingkat membaca masyarakat yang jauh tertinggal dengan negara lain","Good application, this proves that the government is here to be able to increase the reading level of people who are far behind with other countries"
5,Bagus banget,Really good
2,"Kok terjadi kesalahan dalam memuat detail buku , network timeout terus sih padalah jarign lancar. Tolong perbaikin dong saya sangat butuh","How come there is an error loading the book details, the network timeout continues even though the network is running smoothly. Please fix it, I really need it"
2,"Kok gak bisa login ya min😢 "" tidak dapat mengambil data dari server,dan tidak ada DLS""","How come I can't login, min😢 ""can't retrieve data from the server, and there's no DLS"""
1,"Setelah diupdate tgl 17 oktober 2020 malah eror jaringannya pdhl kuota msh 30, yt ig lancar bgt kok pas buka app ini langsung down. Tolong bug nya diproses","After being updated on October 17, 2020, the network error is even though the quota is still 30, so when I open this app it goes down. Please fix the bug"
1,"Kenapa kalo saya mau nyari buku, aplikasinya kembali ke laman awal terus ya. Bagaimana ini. Mohon petunjuknya","Why is it that when I want to search for a book, the application returns to the start page, right? How about this. Please guide"
1,Tolong di lengkapi buku buku untuk mahasiswa jangan cuman buku anak anak,"Please complete books for students, not just children's books"
2,Susah buat login akunnya. Bukunya juga harus ditambah lagi,It's hard to log in to the account. The book should also be added
5,"Hello Ipusnas! Aku suka banget sama aplikasi ini. Buku bukunya bagus,banyak,dan oke. Tolong koleksi nya dilengkapi lagi ya. Komik nya juga,termasuk komik Next-G. And di epustaka nya tolong di kelompokkan buku buku anak nya. Aku paling suka KKPK,PCPK,enid blyton,Tere Liye,dll. Tapi aku kurang suka halaman buku yang sample teks. Kadang hanya ada cover nya dan tidak ada halaman,serta bookmark nya tidak bisa digunakan. Jumlah copy an buku bukunya juga diperbanyak yaa... Thank You...🤗","Hello Ipusnas! I really like this application. The books are good, many, and okay. Please complete the collection again. His comics too, including the Next-G comic. And in the library, please group the children's books. I like KKPK, PCPK, Enid Blyton the most, Tere Liye, etc. But I don't like book pages with sample text. Sometimes there is only the cover and no pages, and the bookmarks cannot be used. The number of copies of the books has also been increased, thank you...🤗"
5,"Min tolong perbanyak lagi koleksinya terutama novel, kumpulan puisi. Makasih.","Min, please increase the collection, especially novels, poetry collections. Thanks."
3,"Capek nayri halaman yg mau dibaca klok halaman bukunya bnyak harus satu persatu, mohon dibuatkan tools dong mslhny itu an sih kalok dari segi buku koleksinya bagus2","Tired of looking for the pages you want to read if you have a lot of book pages one by one, please make tools, for example, if you have a good collection of books, please"
2,Kok pake password? Gimana yaa biar bisa dpt pw nya? Mohon bantuannnya,Why are you using a password? How can I get the pw? Please help
5,Mantap,Excellent
1,"Aplikasi negara kok payah, kerok anjimm. Buat layanan publik kok payah","How come the state application sucks, scratch anjimm. Why do you suck at making public services?"
4,Dip,Dip
4,"Untuk pengembangan, jika buku yang ingin dipinjam dalam antrian, dan sudah mencapai nomor antrian, tolong, mungkin dibuatkan notifikasi di luar app nya, soalnya kita gak terus menerus ada di app nya dan kadang lupa. Koleksi bukunya mohon ditambahkan lagi, ditambahkan juga majalah-majalah internasional dan juga jurnal-jurnal (kalau bisa, hehe). (Edit: karena jumlah pengunjung ipusnas bertambah, tolong stok buku juga ditambah ya). Terima kasih atas aplikasi yang mengagumkan ini. Salam literasi!","For development, if the book you want to borrow is in the queue, and it has reached the queue number, please, maybe a notification can be made outside the app, because we don't always have it in the app and sometimes we forget. Please add more book collections, also add international magazines and journals (if you can, hehe). (Edit: because the number of Ipusnas visitors is increasing, please increase the stock of books too). Thanks for this awesome app. Greetings literacy!"
4,"Membantu, hanya berharap aplikasinya bisa ditingkatkan kembali","Helped, just hope the app can be improved again"
5,"Gk tau knpya gk bisa download buku yg udah dipinjam, padahal jaringan bagus2 aja. Bahkan cover bukunyapun gk bisa terlihat full biru aja :(","I don't know why I can't download books that have been borrowed, even though the network is good. Even the cover of the book can't look completely blue :("
5,Aplikasi bagus,Nice app
5,"Terimakasih, saya jadi bisa baca buku online dari rumah gratis tanpa harus keluar rumah di masa pandemi. Sukses selalu","Thank you, so I can read online books from home for free without having to leave the house during the pandemic. Good luck for the future"
2,"Saat mau pinjam buku kenaapa selalu loading error ya, padahal sinyal baik"" saja.","When you want to borrow a book, why do you always have a loading error, even though the signal is good?"
4,"Sya udh dl app ini beberapa bulan yg lalu.sejauh ini sy menyukain app ini dan pelayanan nya.tpi mengapa sekarang harus masukkan e-mail lg.seninggu sekali apa dua minggu sekali gt.sya lupa.tp sy ckp sering disuruh memasukkan e-mail sy.dan sy jga mau nanya,gmna sih cara ngembaliin buku yg DLS atau belum terunduh tpi sdh ada di kolom peminjaman..tlng bantuannya ya.semoga Ipusnas jdi lebih baik lagi..dan penggunanya semakin banyak..tq utk pelayanannya:)","I've been in this app a few months ago. So far I like this app and its services. But why now do I have to enter another e-mail. Once a week or once every two weeks gt. I forgot. But I don't get asked to enter an e-mail often sy. and i also don't want to ask, how do you return a DLS book or it hasn't been downloaded but it's already in the loan column.. please help. I hope Ipusnas will be even better.. and more users.. tq for the service :)"
5,Lanjutkan bagus bgt ..tambahkan lagi koleksi buku buku nya kak..tentang nlp min kalo bisa.terima kasih,"Keep it up, it's really good.. add more to your collection of books, sis.. about phone calls if you can. thank you"
4,"Mohon ditambah jumlah buku nya, apalagi novel fiksi yang banyak dipinjam. karena terkadang antrian bisa lama banget.","Please increase the number of books, especially fiction novels that are borrowed a lot. because sometimes the queue can be very long."
5,Top banget,very top
5,"Padahal biasanya lancar"" aja make nya tpi kenapa ya akhir"" ini kok ga bisa? Unknown error mulu :'( Edit : akhirnya lancar jaya lagi.... Thankyou ipusnas ❤️.","Even though it's usually smooth ""just make it but why is it finally"" why can't it? Unknown error mulu :'( Edit: finally it runs smoothly again.... Thankyou ipusnas ❤️."
4,"Bukunya lumayan banyak, tapi kadang aplikasi error, respons lambat","There are quite a lot of books, but sometimes the application error, the response is slow"
5,*Edited* Terima kasih! Sudah lancar dan ga sering error lagi.,*Edited* Thank you! It's running smoothly and there are no more errors.
5,"Buat pademi ,menambah ilmu pengetahuan","Create a pandemic, increase knowledge"
3,"Buku perkuliahan banyak yang tidak tersedia, hasil search sering tidak relate dengan kata kunci yang dimasukkan, buku-buku yang tertera di halaman depan suka berubah-ubah posisi dan judulnya, jadi agak membingungkan. Semoga bisa diperbaiki untuk kedepannya sehingga pembaca nyaman, terutama di masa pandemi kami sangat butuh ebook. Sekian, terimakasih.","Many lecture books are not available, search results often do not relate to the keywords entered, the books listed on the front page like to change positions and titles, so it's a bit confusing. Hopefully it can be improved in the future so that readers are comfortable, especially during the pandemic we really need ebooks. That is all and thank you."
1,"Kenapa tidak bisa dibuka apk nya, malah tidak bisa ngambil data/tidak ada DLS. Tolong dong min, apa emang apk nya sedang bermasalah atau gimana?","Why can't the apk be opened, it can't even retrieve data/no DLS. Please, bro, is there a problem with the apk or what?"
1,Kok tidak bisa dibuka ya.....setiap mau buka aplikasi selalu keluar tidak dapat memuat data silahkan coba lagi,"How come it can't be opened.....every time you want to open the application it always comes out, can't load data, please try again"
1,"Bermasaalah tolong di perbaiki, tidak bisa di buka aplikasi nya. Selalu Muncul gagal mengambil data dari server Tolong di perbaiki","Please fix the problem, can't open the application. Always appears failed to retrieve data from the server Please fix it"
1,Kq aplikasinya gabisa dibuka?,Why can't the application be opened?
2,"Kenapa error mulu sih min. Susah banget malah muter2 gitu ga bisa kebuka ebook nya pas mau minjem. Awal install padahal lancar loh. Tolong diperbaiki yaa, app nya padahal bagus banget .","Why the first error, min. It's really hard to even play around like that, I can't open the ebook when I want to borrow it. Initial install even though it's smooth. Please fix it, even though the app is really good."
5,"Sangat membantu, terima kasih","Very helpful, thank you"
4,"Perbaiki bisa multi tasking Karena saat di tinggal buka aplikasi lain di saat membaca harus memuat ulang dari awal. Kalau kembali ke aplikasi ipusnasnya. Ga asyik kan harus buka ulang mencari halaman yg ttwrakhir dibaca, walaupun bisa dipin/ di-mark","Fix it can be multi-tasking because when you just open another application while reading, you have to reload from the beginning. If you go back to the ipusnas application. It's no fun having to re-open it looking for the last page read, even though it can be pinned/marked"
5,"Aplikasi yang bagus, semoga lebih ditingkatkan koleksinya","Good application, hopefully the collection will be further improved"
