comment,label
Ipusnas borrows books again its easy to signal,positive
good application good online books benefits from bug errors so because of inconvenience read well thank you,positive
the application opens a bit error update,negative
good application borrow error,positive
good apk add more insight,positive
good application suggestions features favorite stars bookmarks interest borrow stay favorite column look for books of interest plan to read tomorrow,positive
the pull application helps find Ipusnas references difficult to access,positive
likes to read Ipusnas books likes to read cellphone books genre many Islamic books thank you Ipusnas,positive
the ipusnas application really helps students need a reference date of june application error borrowing books is good the system needs an application thank you,positive
complain,negative
library click error load star borrow book,negative
thank you ipusnas easy to read books dream books novel series by agatha christie ipusnas app finished book curious about the story try to appear write take data good dls server,positive
the ipusnas application helps search and read books buy borrowing methods easy application errors good application errors appear pullout applications comfortable reading,positive
borrow the library list appear try the safe application safe,positive
normal app benefits app,positive
less notebooks lost lost,negative
help borrow,positive
community benefits books are ready,positive
good net opening lot,positive
hr star maintenance application hats off fencing command application application development hire professional expert perfect application strong stable application server heading for sentences developed nations like to read ipusnas digital era ideas ir ferguso,positive
frequent errors whether borrowing a network time out book comes out,negative
slow update access to happy books free online library,positive
thank you ipusnas good help fast thank you,positive
krmn month using a good application whats the problem with logging out and login its hard to borrow books fail online library pandemic is needed and students are looking for teaching materials,negative
good application user friendly preload benefits make it easy to read pages the delete history feature is cooler,positive
sorry application stars like logout errors hard to relogin difficult to access good applications help,positive
good,positive
the application helps find reference sources error open developer is missing problem thank you june the application is experiencing new home problems good developer problem thank you,negative
error borrowing application book login logout,negative
flower update lot version forgive auto uninstall good,positive
cool reading smartphone book collection,positive
signal problem loading signal likes to fail reader is comfortable scrolling hard to select find app page pc search feature add wishlist feature use book stock out of wishlist book stock out thank you,positive
logout login hard to log in reading books,negative
borrow book error refresh,negative
its been bad since the ss error update its hard to return books its hard to borrow books refresh connections are good its hard to improve,negative
sorry for having open the book the server timeout is good in vain apk,negative
user friendly app,positive
good application for a while borrow a book,positive
good app read name book free bug take care of ogoh ogoh,positive
app appreciation error logout notification of problems the process of borrowing books good read genre books satisfied pay thank you help apps,positive
good ios search feature,positive
a good application that helps you like to read clashes and buy books books are quite complete sometimes you are annoyed with the application sometimes you logout problems are good the collection of books is complete,positive
Sorry loading borrowed books downloading checking books main screen cover image title details notebook time out problem loading internet connection has been force closed main menu influences type of assistive cellphone,negative
download the book is good,positive
read books hard to net smooth and victorious clear cache clear data download download process,positive
good login app,positive
good smooth like downloading ebooks like account login error reset password web error good thank you,positive
book collection is quite error slow working,negative
open the wrong data application try the wrong data loading application again,negative
book reading app permission camera permission app read book read serious face fix good connection server request timeout,positive
Its hard for Ipusnas to like to log out login its hard to borrow books often the network timeout the net is stable try to open the application its fine,positive
correct error application,negative
the application to use up borrowing books the application stops the connection timeout the net works fine,positive
sorry facebook account loading using email check the web email box write valid data solution thank you,positive
ipusnas and ipusnas when looking for books like closing Ipusnas is good for advancing literacy,positive
install and uninstall the cellphone application internet connection problems borrow books download borrow stuck download the wifi net connect the internet phone provider mobile data package wett different the meizu devices wifi connection both cache delete the effect of the application,negative
Sorry Ive downloaded Ipusnas changed my cellphone downloaded borrowed books an email verification appeared clicked the resend button check email account verification box help thank you,positive
ipusnas book borrowing limit at least ipusnas nature read comfortably in fact its free king mockingbird zodiaque academy great love ipusnas,positive
use the queue system think the application grows interest in reading,positive
good search engine search for uname friend find uname register,positive
shukron help,positive
open the application book has an error,negative
teaching aids book login times uninstall download open good star,positive
ipusnas downloads book status book save read download feature appears loading download exits book cover page download download process delete redelete thank you,positive
wrong apk install thank you,negative
open the downloaded application try to open it its wrong,negative
sorry open the application its a good application,positive
apps login server error,negative
love the app,positive
borrowed books failed to register resend good response,negative
wait a minute apk need access change set system strange,negative
Ipusnas breaks my heart logs out of the internet time out error good net the lebay error application is good fails gives stars collection of books reads downloads borrows,positive
cool tree,positive
sorry for the timeout honestly it helps,positive
error open reload,negative
Ipusnas is difficult,negative
the role of the command appears the command is present the reading container for the national library the old book is not proud of the application,negative
Borrow a disturbing book,negative
application that helps match interest in reading error lot comfortable level,positive
honest good application compared to servertype applications down access helps star server quality,positive
good application has time out bug bookmarks are lost sometimes downloading books is difficult loading is good,positive
support application must try,positive
its good to borrow a digital novel buy it really good,positive
easy likes to read indonesia likes to read books,positive
thank you for being comfortable good books know more for free,positive
good collection complete it would be nice to have lots of copies of popular books user interface good fix minimalist simple modern,positive
dick data dls,negative
the application helps find the dead corner novel I was confused looking for the digital version finished the sample version A fad looking for the novel the application thought I found the ghost bride novel digital book page level search engine complete read the novel scroll keep reading,positive
nice tree,positive
application benefits collection sometimes downloads save books,positive
a large collection of books happy digital national library thank you,positive
cool complete,positive
honestly like the official application for borrowed books open force close please be kind,positive
application to help the nations intelligent application good advice book borrowing limits its hard to line up and borrow across countries thank you,positive
ok apk likes to borrow reading books,positive
healthy reading,positive
read a novel,positive
hard to download write a lot of files good meeting easy to read thank you,positive
sorry civil engineering category book download try to find channel book open coral chow meeting need online lecture book random scatter feature use channel key open line story book find comic search,negative
download failed signal book file is full good,negative
good suitable for students looking for additional scientific work references,positive
good book a lot of moves,positive
bad application read borrowed books download download how the Indonesian people are wise progress,positive
Borrowing fails borrowing more capacity of course borrowing what book,negative
sorry how do you log in using a facebook account email loading sorry,negative
books book categories select search for borrowed books published synopsis xxx disturbing,negative
Sorry the application is confused borrowing a borrowed email address book,negative
thanks normal apk,positive
screenshots help tired of typing,negative
showing a positive level screenshot screen recording showing a dotted button right corner press change what appears the book appears the last page read the cover page appears,positive
the application helps students bring books just open the app open the network timeout the net runs smoothly refresh times the app helps the recommended app is satisfied,positive
Its even worse that Ipusnas is difficult to access a good net better use Jakarta,positive
using the app appears bug history of lost books queues for borrowing books lost borrowing books new applications bugs disturb go forward heavy heart uninstall the app good thank you,positive
its hard to borrow download a difficult book,negative
joshhh help,positive
like to read apps try the ipusnas regular app,positive
good app crashes open borrowed book,positive
Suggestions appear reading with google playbook comfortable reading,positive
good book download a large collection of books,positive
Ipusnas permits easy screenshots assignment books send screenshots for knowledge thank you,positive
cool sorry download likes to read,positive
hard to download,negative
difficult to login try to login to facebook email think its net try to open the application smoothly help,positive
really good app like,positive
good features complete books convenient update app,positive
Ipusnas info opens it appears bright taking DSL server data guide thank you,positive
its hard to borrow a new gmail email verification book,negative
love to read ipunas free book collection,positive
a good breakthrough reading a book on a cellphone tired of hundreds of pages the entry looks easy the screen background is pale white the color of ivory is comfortable,positive
its good its good to read Indonesian farmers are bored of teaching college,positive
an effective application borrow and download its hard to find assignments help do assignments,positive
good application borrow a book verification email contact ipusnas read,positive
pay attention to the application belonging to the bug the application can log out of the borrowed book account when the book is downlod sense try to install ipusnas pc the notification of the queue the book is ready to reset the notification is ready the book is back the notification is disturbing the bug is interfering with the pc app,positive
Brilliant application idea official national library Jakarta magnificent building envious area an application from regional people who borrow books from the National Library of Indonesia complete collection of guesses but a good application slow loading logout bookmark likes to be lost good,positive
Sorry forced to uninstall sorry before the app appeared the case was bored monotonous playing with the color of the dashboard there was a network timeout Downloading books looking for books using the app went smoothly well peoples state facilities budget allocation thank you,negative
application exit login forgot password reset valid data error,negative
its good to borrow books between annoyed books,positive
nice open book app,positive
good application helps find easy references ahead,positive
ipusnas is good historical hadith books stories of the companions of the prophet,positive
application for love of books search for literature,positive
Im happy to borrow books online Ipusnas collection is pretty good the application has a bit of an error after the update its hard to borrow download bright books thank you,positive
istighfar downloading a book is hard to wait for hours of downloading repeating uninstalling the application the memory capacity factor of the cellphone is affecting the internet signal the problem is checking thank you,negative
the save bookmark button the samsung function bothers to read the story the page is good,positive
good app to help at home,positive
bad login password reset check login always write wrong password whyyyyy,negative
good via facebook,positive
install login try facebook email help,positive
ss book screen ss as proof use reference book for assignments questions about where to study assignments and reference books for ss ss screen shoot,negative
cool Indonesia ipusnas collection of benefits for Indonesian society literacy level suggestions wishlist feature book borrowing list full loan limit easy features read book sign added discussion forum feature book literacy hook thank you ipusnas,positive
cool home book reading app,positive
thank you it went well,positive
edited the comment thank you the normal operation center is always successful,positive
good application please help the book borrowing limit is good the table of contents borrow books as needed,positive
the app is full of pandemics its like helping out at home,positive
req mode read multiple bright white background read waiting for upgrade,positive
after the update crash borrow a book,negative
Ipusnas application treasures in thousands of books legal reading quality free money assumption of the price of thousand books the total price of the ipusnas application books is billion,positive
Borrowed book download annoyed,negative
the problem of downloading the book cover book appears,negative
good server benefits application features features thank you,positive
ok borrow the meeting file book,positive
yesterday borrowed read smoothly download was fine normal,positive
application permissions add a write column feature read and write good quality so that the archive becomes a book thank you,positive
Sorry asking for an update borrow a book file there is a solution,positive
try the book download application failed the solution meeting file,negative
use error,negative
good nets application download books borrow books aka open books good screenshots of book contents help screenshot ss save gallery account borrow books,positive
finished updating the download book write down the error meeting file confused the signal is smooth,negative
good application slow server error,positive
download error,negative
a lot of textbooks a lot of novels sorry for being rude,negative
wrong open good recommendation like to read,positive
easy screen capture limit app read eternal pull quotes thank you,positive
update download fast reading book good usual read ipunas thank you,positive
good after updating the image open the download book good comfortable,positive
no book download,negative
the title book of Javanese rhymes eternal poetry is good check the odd pages even pages thank you,positive
star pay attention sorry simple app permissions change permission set system selective aware privacy parno,negative
good download system,positive
the process of downloading the application signal is sometimes difficult to scroll ahead losing to the popular online reading application,negative
like apps use the lot download application add a complete book collection,positive
free download orders are complicated waiting for the queue,positive
read blank picture confused,negative
Appreciation creator app is easy to spill hobby is empty access Ipusnas upgrades new app profile appears book cover image is lost refresh is lost its difficult of course the target is to read the solution,positive
book download borrow help thank you literacy,positive
the book is ready to read the loading screen appears the pull application sometimes finishes the registration downloads the book the interest in reading is lost,positive
using a pretty good application borrowing updates downloads emails etc verification,positive
thank you ipusnas for borrowing books,positive
ready complete books complete technology science books,positive
app lot update open and borrow books open ask to download the book cover error site,negative
dear ipusnas update delicious natural books are lagging and salivating download,positive
download book files ready to read internet connection is stable,positive
maintaince application notify application that it is difficult to borrow books download cache data delete cellphone restart uninstall reinstall the application application is disturbing follow the suggestion thank you good star change star,negative
book download failed,negative
line up to download it says the meeting file is so bright,positive
sorry for borrowing a book download the book stock meeting file a good application helps interest in reading generations,positive
informative fast complete help me find a book its a hassle thank you,positive
good application thank you teaching aid application,positive
cool book collection,positive
Suggestions for adding a bookmark feature for favorite books easy to find easy to find,positive
its hard to take a screenshot of rice,negative
ipusnas screenshot appears reading a book reading account sometimes I like to be screenshotted on a book cover give me a book,positive
comfortable benefits added insight,positive
the digital age of the millennial generation on gadgets reading culture is easy practical reading free time application of digital libraries it is difficult to access book collections collections of the millennial generation sophisticated gadgets contents,positive
good dark mode reading screen cool reading at night dark writing mode bright dark mode Ipusnas grows interest in reading Indonesian children android application pdf reader moon reader predigio pdf goes black,positive
application login difficult fast application sorry facts,negative
borrow books read books the ipusnas application write ipusnas stop reading difficult solutions,negative
Cool thank you the National Library of Indonesia has a complete collection of books Hope there are lots of books,positive
like applications suitable for hobbies reading in front of collections adding suggestions there is an option to request to read Ipusnas book requests,positive
happy notebook level application it hurts,positive
good perfect search search appears according to the category of people the book category sometimes according to the writing key,positive
app that helps teach good grammar,positive
good like knowledge,positive
good application level of many books of country books translate books of youth genre books,positive
the application stops reading the meaning of the favor of books where is the national pus please in the future enjoy the books,positive
the downloaded book is lost even though its updated,negative
an easy application to read agam book collections pull out basic book recommendations usually borrow books borrow Sunday books,positive
where is the button to read the book detail page thank you,positive
email verification tell me to check the refresh check box its hard to borrow books,negative
good update write big scroll write close comfortable thank you,positive
Sorry registration is good the password entry column is two matches the registration is wrong the password is wrong,negative
really like it it helps to add the history feature for reading books you just need to find history thank you,positive
appear cool renovation app navigation features interface,positive
new books cool updates added a wishlist type feature for reading books,positive
Suggestions for fast page scrolling menu thank you,positive
access thank you,positive
bad version hard to read version scroll through the pages read save its complicated hundreds of pages after scrolling you use reading you get pages,negative
good useful,positive
easy help application flower application sometimes likes to open page error,positive
search for nora roberts dream trilogy novels,positive
find books more easily,positive
very bad,negative
good application growing interest in reading collections of books suitable for farming children are on holiday,positive
read the novel heart suhita,positive
read a good book entitled benefits,positive
good book complete sometimes download download times,positive
thank you,positive
give it a star registration login facebook email secure smooth smooth problem fix it,negative
cover insemination for contents of seizures means safe email,positive
please feature complete application features teach applications eg bookmate anybook gutenberg please display nationallevel library application renovation layout rental of flowers innovative professional applications literacy,positive
Cool collection of books the user interface is perfect the update is perfect,positive
star reading help feature search page page number easy read page search scroll down add favorite menu like easy book title read pdf format google drive,positive
force close application please be kind,positive
Thanks for the application try to advance Indonesian students grow interest in reading Indonesia Its really a loss for Indonesian youth Applications are busy playing opium thanks to the National Library of Indonesia,positive
good application dark background reading option mode reading application developer can upgrade the ipusnas application read read wps office property can thank you literacy feedback,positive
sorry for using the search book app,negative
ipusnas helps to find literacy,positive
just open it write it take data from the dls server help,positive
the download process is slow today try to download book one the solution is complete,positive
help need work materials,positive
like apk install version stops showing up server info dsn fails to load,negative
ipusnas can help find literacy,positive
sorry there are a lot of textbooks Im happy reading school assignments,positive
At first I thought it was great bc book satisfied with the login had a problem solving it,positive
help easy to find books,positive
the book is quite complete likes the application finished using the book returned it borrowed the book got in line got annoyed needed it,positive
advertising diamond book,positive
its cool to use it for the talented people,positive
great ebook ebook benefits thank you,positive
help find the pandemic book,positive
thank you the ebook is useful so that the house is updated the ebook book needs a geolohi engineering book,positive
Read boldly the voice of the vocabulary speaks variations thank you Ipusnas free access to read books,positive
Please be kind in terms of registration login data complain about application problems good for difficult to log in during the outbreak season the application needs offline pus closes schools clear roads,positive
read the application book fast good invite all the stars,positive
wrong dls dead mean,negative
good help application help teach,positive
nice app front is good,positive
security is hesitant to change password apk borrow books queue copy add queue up search strange its hard to find books want to search try to find history using following plg is it available pdf epub level,negative
appreciation as high as the application of easy access to the collection of the National Library of Indonesia for easy reading,positive
very useful collection of fair books get free knowledge the price of the writer advice on the application be patient stand in line read sometimes complete empty books borrow,positive
nice complete book love it,positive
great write,positive
Ipusnas desktop version is difficult to log in using Iperpus in the curl area,negative
good reading nature dark mode front dark mode feature search for books pause book covers change terms,positive
collection of suggested books click on love wishlist read hard to find books plan to read sometimes find books read books queue up delay borrowing books read look for them eat click love find borrow,positive
like Ipusnas borrow books borrow days,positive
benefits of good book references,positive
good suggestions for performing simple gmail login confused list login signup form,positive
complete collection of metopel books complete in front add a special collection of books scientific books among students easy for students to find regional libraries,positive
read book page book app good,positive
paper transition curl application side version error exit book cover,negative
the benefits of advancing Indonesias national library,positive
login using notification email change password open the help link,positive
list list number,positive
unknown error application operation,negative
good application queue list look for features,positive
good level of interest in reading indo suggestions for many novels translated by harry potter plus copies of several sample books supernova series copy books copy books queues stacks,positive
help find recommended references,positive
great update the complete book add select look for the skip page read it thank you,positive
try good plus star,positive
cool,positive
bad apps give forced rate,negative
loyal farmer application when many tasks are boring,positive
love ipusnas,positive
good application good queue list so it automatically borrows books queue list is good queues to get notification books sorry for queueing rush to borrow first line up queue queue order beer stock story grab books,positive
good ipusnas android version ios different quality sample book tragedy dawn ipusnas android font error sticky read ios husband book normal font read good ipusnas android,negative
cool thanks for the stayathome application oh yeah forgot to enter the horror category the work of Risa Saraswati realized,positive
good the reference is quite positive,positive
like the science apk benefit,positive
bugs are disturbing comfortable reading choose a book cover according to the title of the cover title confused good thank you for the love rating of the benefit application,positive
its complicated to register enter password fail,negative
full bookstore apk its hard to get college book references sorry fix apk useful,positive
register google account facebook account register email account fail good app help,positive
fast borrowing band borrowing hours finished reading the shelf giving the limit finished,positive
relogin email account email strange password easy login using email account,positive
nice apps help,positive
good free reading app,positive
cool bridge young people holding gadgets reading developer level ebooks smooth scrolling kindle,positive
application of added benefits to know read books benefits for free go to the national library of the National Library of Indonesia,positive
happy reading agam book application happy error application,positive
crazy crazy friends,negative
crazy bad password spread internet check avast checker messed up developer knows pass,negative
cool choose a book borrow it out of stock look at the search,positive
how to register its really hard just read the register account,negative
OK Facebook account login application waiting for email login its hard to click the lot button disappointed application error,negative
like the ipusnas application free spare read the application library build the nation support it,positive
bad secure system,negative
beautiful user interface sometimes slow application performance,positive
download books search read books official places illegal pdfs,negative
dear ipusnas fast download speed download original book slow download network problem where to stream youtube download fast download book slow app sorry ipusnas good problem speed download book,positive
good application problems like crash download ordered download login login crash login book cover like cover like good lag stars,positive
Ipusnas books are difficult to download download reading books,negative
good borrow a book read a good synopsis read bored borrow a book wait for the clock rare history books,positive
its easy to read borrowed books from the national library online,positive
loading not offline,positive
Looking for a book published in novels its hard to enter the keyboard sometimes you find it looking for a book what chapter appears you have to fix the title,negative
I regret downloading the book after waiting in line for my oath email verification,negative
good app help thank you,positive
thank you apk sunggul the benefits of reading and borrowing lined books are almost grateful to meet the ipusnas apk,positive
annoying its worth the free book reading application the book is well known,positive
good application think the format appears the original book is different the novel is exactly the physical book read better stay complete the collection of examples of the novel friend complete the mystery of the coffin by abdullah harahap the harry potter series wait,positive
Ipusnas is good its easy to borrow books the complete Ipusnas book application thank you,positive
read a book bring a thick book the application is beautiful soro,positive
Sorry complete book list look for Indonesian history reference books progress humans read fiction tips tricks find world catastrophy books by Taufik Ismail,positive
benefits need careful reference literacy a large collection of prof jogiyanto books need thank you,positive
good lots of law books,positive
thanks for the application using wfh,positive
download book stuck download good net help,positive
cook search using a facebook account the problem is fast good so that later download the application many are disappointed fast good the problem is,negative
good curl paper transition problem,positive
sorry good PC user interface meeting scroll button slow book download page home internet connection mbps,positive
give a star using a good app apk review critique,positive
use gmail email list try to login click button use the login account its difficult,negative
the application helps find references for good assignments thank you ipusnas,positive
help with digital book discourse,positive
thank you less bored wfh read the benefits,positive
the benefits of borrowed books,positive
good application to help find book assignments reflections,positive
the borrowing period adds a week at least reading a thick book its hard to borrow borrowing time the stock runs out,negative
thank you ipusnas book meeting looking for easy cheap efficient meeting,positive
a good application disabled interactive national class bug lot including PMrintah JK creates superior Indonesian human resources advances reads apk buriq sense,positive
Ipusnas social distancing is going on a hobby thank you very much all the team so Ipusnas walks a complete book collection reads the handheld world,positive
teaching support app,positive
national library digital lending service advanced complete digital collection available popular books like books available ipusnas application physical book quite thick borrowed short book must borrow book redownload,positive
thank you for helping to find references for comprehensive teaching materials that support books,positive
sorry for logging in its clear that the email list is trying to use the email again,positive
list hard to load,negative
application love love original steel books write prices buy download steel ebooks,positive
thank you for adding knowledge,positive
recommended,positive
apk help find reference material information,positive
apk help anything all online,positive
thank you apk help find apk star book references,positive
Popular books front complete by Fiersa Besar Mark Manson Pramoedya thank you,positive
ipusnas performance has decreased borrowing network timeout books are good,positive
sorry install the application reinstall,negative
good Im happy with the library of application medicine schools,positive
lots of reference books for the epidemic situation help entry find pages its easy to find the landing page,positive
good benefits application download net book smoothly open instagram youtube smoothly good luck,positive
wfh is really suitable for free reading reading books need reference ideas for reading books where the conditions for the Ipusnas application are suitable for inspiration easy access hobbies reading digital books,positive
stone application looking for references recommended likes to read,positive
like virtual borrowing systems such as reading styles,positive
smart collection looking for charcoal base book list,positive
good app help login help,positive
good cam nian,positive
this cacam is solid,positive
thank you apk helps reading material good broad references helps students give good advice options easy system then apk loading then try to be satisfied thank you,positive
good book title,positive
ipusnas helps covid no digital ipusnas library needed,positive
Ipusnas principal read the best book anyway,positive
how cool,positive
level help app,positive
help fill your spare during the pandemic,positive
quite helpful in adding literature sources,positive
quite helpful looking for references,positive
easy to find literature,positive
good app to read what book via mobile phone,positive
good app covid outbreak read free books at home,positive
front application flower features add a special collection of books for youth novels,positive
Sorry borrowing a book its not in the email the password is good Im tired of being at home since the lockdown thank you,positive
enter valid register sign in help,positive
help book free login account,positive
confused about downloading the verification email tell me to get confused help,negative
sorry read the apk tell the admin to contact,negative
like ipusnas benefits,positive
use facebook wait wait good night,positive
good star one of the close collections of complete books short borrowing period read the book page,positive
happy poko more aware,positive
good book application free borrow plus,positive
the good ipusnas application increases peoples interest in reading the money to buy physical books belonging to interest in reading apk help books choose to read,positive
good application download cellphone download cellphone borrow books open the application close the front,positive
star help good app crash,positive
book app benefits find apps,positive
benefits for children on holiday thank you ipusnas,positive
many benefits of reading Ipusnas books,positive
good application and help find references,positive
good looking for references,positive
help when Im bored,positive
user friendly reading book covid pandemic,positive
login using member number login using facebook email register online book read Scra online must borrow offline its hard to read Scra online help,positive
help find legal assignment references,positive
Borrow registration and enter the library password even though the flat guide is a strange member,negative
nice collection of cool books,positive
good application for books look for a good collection of books in front of you,positive
disappointed login wait login hours wait,negative
help need college during a pandemic,positive
good application easy to read books must be good easy easy entry material hiiiiiii complete collection of books automatic logout application please login log out network system signal full net difficult to load book category,positive
application is difficult to log in try to login,negative
login borrow books collection of good books,positive
applications that help students find books need student support conditions such as online lectures book assignments need,positive
good book tere liye,positive
ok,positive
cool read a book just click open,positive
nice app thank you,positive
cool handheld journal info bother with digital collection libraries,negative
the ipusnas application benefits when social distancing is free reads novels easy access,positive
application of the benefits of reading good books suggest the next wishlist feature thank you,positive
good reference for reading literacy level books,positive
choose a good book,positive
books are ready to help with the covid outbreak access is a source of reference thanks to the National Library of Indonesia,positive
love the app satisfied,positive
its easy to do the help task,positive
ipusnas helps with information books need digital outbreaks ipusnas role is ready for collections can be digitally borrowed for students,positive
help work in front of the community help application,positive
its good to be more aware,positive
help find references to childrens fairy tale books,positive
ipusnas apk hand over reading difficult books again ask for facebook account email,positive
good complete book,positive
nice app wfh home,positive
okee thank you,positive
sorry apk hard to login login quota dying good net ipusnas responds well,positive
benefits after boredom thank you pusnas,positive
good application complete practical books to help all study wherever conditions are perfect,positive
benefit withdrawal app,positive
a place to live in a garden read a happy application,positive
collection of books thank you,positive
sorry star registration failed,negative
like complete books quite entertaining applications,positive
confused about the concept of borrowing and teaching pulling pussy borrowing the type of book,negative
scroll muter stuck finished continue,negative
email verification list borrow books says email verification verification failed library lockdown task,negative
dick lot stupid app,negative
good app benefits thank you,positive
help the nations intelligent life in Pancasila charity,positive
help hoard cellphone books,positive
cute online book warehouse to teach entertainment references,positive
its good to add insight to reading books the benefits of cellphones are troublesome,positive
good quality reading books live at the level of user interface design,positive
enjoy reading home mobile,positive
the ipusnas application is like releasing borrowed books reading back reading books waiting to read need a reference hard to borrow books option to return books borrow books read read books look for,positive
verified account verification email borrow books click the borrow button email verification warning,negative
cool mystery novel novel application likes best,positive
pull can help you dont need to go back to work on assignments borrow your favorite reading books a large collection of books complete with dark theme features to help the application thank you ipusnas,positive
good application calm wfh does busy work just click borrow book easy fast service application needed by students wfh borrow books consumables application easy account just use email facebook search for journals check instagram National Library there link,positive
I like Ipusnas reading books for foreign countries and borrowing level reading,positive
cool nice,positive
good job help,positive
good use of spare,positive
like sapardi djoko damono buy a book thank you ipusnas,positive
steadypu the soul likes the easy ipusnas application my friend at home read free books add collections,positive
solid digital version,positive
good collection of books pull read,positive
a complete collection of easy to use cracked ivory applications for advice on how to register easy longterm loans,positive
good add collection of application book collection,positive
good alternative to stay at home,positive
cool the benefits of doing suggestions in front of many books on the teachers religion are better,positive
good app book reference,positive
thank you for the free digital library facility the community is steady,positive
sorry borrow book failed login email verification notification receive box information,negative
its hard to login using facebook using email its hard,negative
cool money buy books download apk read books free no ads try,positive
measure the responsibility of parents spend money buy novels read steel better read save offline block ads,positive
cool application suitable for reading novels in front of adding a collection of books,positive
download ipusnas login facebook loading email good need to find assignment book info thank you,positive
disappointed with the Ipusnas application the book stock limit Buju know its difficult to borrow say read and borrow empty stock evaluation material support the application for the star nation,negative
add free reading material,positive
complete book add loan quota lot error rate application,negative
try registration failed,negative
forgot password click forgot password tell me to write email account reset link send ipusnas email reset password write wrong data valid help thank you,positive
complete book thank you,positive
help with quality reading materials borrow weigh the options pay for the rental period for the book,positive
Thank you Ipusnas its easy for overseas students day money add religious books law books look for it,positive
bad apk login is difficult the account is automatically issued open the login apk,negative
cool tree,positive
application of the benefits of the afterlife,positive
cool app say thank you app command,positive
application to help read books physical libraries large collections of books maximum borrowing books book borrowing limits thank you,positive
easy to find references to the location of the National Library of Indonesia,positive
hard download laaaaaaaaaa,negative
novel published in the book library of Karang Hamka Temu book library,positive
good like reading books thank you ipusnas,positive
sorry for the problems borrowing books borrow reading books,negative
quite sometimes error,negative
good apk diligently read the house book good apk,positive
help like reading practical books where to read,positive
good app easy to understand,positive
the benefits of helping at home,positive
add good books on nutrition read Indonesian literacy the better Ipusnas literacy is,positive
good app easy to find books to read,positive
its hard to log in book hours in line add a copy,negative
a collection of many literary sciences for free content when wfh is fun reading the Ipusnas collection thank you,positive
Ipusnas reads contentedly books with stay at home content,positive
help during the pandemic,positive
login account login is difficult to access ipusnas library open pandemic net access ipusnas good application quality thank you help,positive
sorry to complain Ipusnas apk click borrow book borrow notification write email verification check spam box meetup please contact ipusnas clear thank you aaya star rating,positive
both the book borrowing system and the selfmaintenance process due to the corona outbreak teach housemates to stack tasks support Ipusnas please take care of Ipusnas borrow books for as many days as possible look for references,positive
the benefits of a complete book come out a lot,positive
good collection of varied books,positive
I like books quite complete the collection of books is slow,positive
login using facebook tell me to wait for it to finish use a google account google account use login help read books,positive
please login,positive
easy to help know the child,positive
nice download,positive
help find information free features book access easy to read books,positive
benefits of Ipusnas reading which books bring a smart phone book from the front,positive
book download lost offline download,negative
good books short loan limit,positive
friend login benefits application,positive
excuse me try to relogin the ipusnas account login using facebook the solution,positive
strange login email password uninstall download wrong password reregistration the answer is email login list wrong password password used strange application list reading annoying books weak,negative
force close hp specs are pretty good,positive
login feature forgot password problem,negative
dear app,positive
like sometimes borrow patiently wait for copy title limit read wait for new collection of books harry potter novels andrea hirata novels,positive
good i swear lie believe try,positive
Sorry the search feature enters the name writes the title of the book searches reads needs,negative
