at,userName,score,content
2020-04-22 08:07:14,Ananda Putri Diemaryani,5,Suka sama aplikasinya. Semoga seterusnya memuaskan
2020-04-22 08:01:25,Pengguna Google,5,Asiikkkk. Gampang banget sekarang kalau ngerjain tugas. Sangat terbantu sekaliiii
2020-04-22 08:00:38,Antin Fanmidyahningrum,5,"Ipusnas membantu saya memperoleh buku buku atau informasi yang saya butuhkan secara digital. Apalagi dengan adanya wabah saat ini, ipusnas berperan besar dalam menyediakan koleksi yang bisa saya dapatkan secara digital tanpa harus meminjamnya secara langsung. Dan ini sangat menguntungkan bagi saya sebagai seorang mahasiswa."
2020-04-22 07:52:03,Pengguna Google,5,"Alhamdulillah dapat membantu dlm pekerjaan saya, semoga kedepan nya aplikasi ini lebih baik lagi dan membantu masyarakat"
2020-04-22 07:48:22,Aisy Assyta Husniyyawati,5,"Karena ada nya covid-19 yang mengharuskan saya belajar dari rumah, iPusnas ini sangat menguntungkan bagi saya. Karena saya dapet mengakses informasi secara digital, tanpa harus datang ke perpusnas nya secara langsung."
2020-04-22 07:00:10,Endang sri Yulianti,5,Bagus buat menambah wawasan dan pengetahuan kita😉
2020-04-22 06:36:49,Yuyun Yuningsih,4,Terasa lebih mudah mencari buku
2020-04-22 06:36:37,Qosim Syirojuddin,1,Assalamualaikum mau nanyak kok klok pinjam buku lebih dari dua kok nggak boleh
2020-04-22 06:04:52,Ahn Hyanggi,2,"Tolong saya, udah berhasil pinjam buku. Tapi tiap mau buka bukunya, aplikasinya forced close terus"
2020-04-22 06:04:08,Mariam Afiqareis Rahman,5,Sangat membantu mencari referensi buku dongeng anak
2020-04-22 05:53:49,de sitinggil,5,Terimakasih
2020-04-22 05:35:45,Sulaiman el-mujahid,2,Apk ipusnas buat saya menyerah mau baca buku aja sulit banget. Masih sja berulang kali di suruh memasukan akun fb atau e-mail
2020-04-22 05:14:13,Risma Aditiana,5,Bagus.tapi lebih dilengkapi lagi buku2nya
2020-04-22 05:13:37,Meliana Lestari,5,Mantap 😍
2020-04-22 05:11:07,Wasini Simatupang,1,"Kenapa ya gak bisa masuk ke aplikasinya? Coba ulang terus, Servernya gmna sihh 🙈🤦‍♀️. Padahal butuh banget 🤦‍♀️"
2020-04-22 04:04:29,Arsita Windi Anggraeningrum,5,"Aplikasinya bagus, pas buat WFH yg ga bisa keluar rumah."
2020-04-22 03:20:50,bulan_ ssi,5,Okeee min makasih sekrang sudah bisaa
2020-04-22 02:53:28,Gilang Ramadhan,1,"Maaf sebelumnya kok apk ini susah di login ya??sudah beberapa kali login sampe kuota sekarat, padahal jaringannya bagus, trs tiba tiba iPusnas tidak menanggapi, mohon untuk diperbaiki!!!"
2020-04-22 01:58:45,Tia Raditia,4,Sangat bermanfaat untuk melepas kejenuhan. Trimakasih pusnas...
2020-04-22 01:00:34,Tb agus,5,"Aplikasi yg sangat bagus,buku2 nya lengkap,sangat praktis penggunaan nya jd bs membantu kita smua bs ttep blajar dmanapun dan dlm kondisi apapun...perfect"
2020-04-21 23:22:21,eza aza,5,Aplikasi ini sangat menarik dan bermanfaat sekali.
2020-04-21 21:36:01,075_Yaya Ratnasari,5,Mantap
2020-04-21 16:03:07,Julia Nyiarta,5,"Alhamdulillah. Ditempat tinggal sekarang jauh dari taman baca. Ada aplikasi ini, senang sekali."
2020-04-21 15:48:29,M Royfan Ardian,5,Tolong ditambahkan lagi koleksi-koleksi bukunya yaa. Terima kasih
2020-04-21 14:46:48,Djarot Hutabri,5,Ok
2020-04-21 13:39:56,Raizel Cadis,5,Bagus
2020-04-21 13:39:06,Prima Kristiana,5,Good job
2020-04-21 13:24:20,Adinda Kholifatur,3,"Maaf saya kasih bintang tiga, soalnya ketika saya mau registrasi pasti gagal"
2020-04-21 12:14:02,neko meow,4,Saya suka..tapi yah kurang lengkap aja bukunya..tapi ya gapapa saya lumayan terhibur dengan adanya appikasi ini
2020-04-21 11:50:10,Resyi Yuli Maula,5,Good 👍😍
2020-04-21 11:47:41,Gia Juniar,5,"Masih bingung sih dg konsep pinjamnya. Lagi dipelajari dl.tp menarik,g perlu k perpus langsung,kita bisa pinjam berbagai jenis buku."
2020-04-21 10:20:09,Kharisma Agustya,4,"Kok klo scroll muter2 itu aja, ga mentok2, jd ga tau udh selesai atau masih ada lanjutan lagi 🙏🙏"
2020-04-21 08:20:28,Muhammad Lungguh Dermawana,5,Bagus
2020-04-21 07:04:21,Rika Ariesti,2,"Aku udah daftar udah diverifikasi lewat email tapi kenapa tidak bisa pinjam bukunya ,malah bilange verifikasi dulu,sedangkan sudah aku verifikasi lewat email gagal terus. Mana banyak tugas,karena lockdown tidak bisa keperpustakaan seperti biasa😢😢😢😢😢😢😭😭😭😭😭"
2020-04-21 04:51:43,Mada Randitya,1,Aplikasi tolol ...lemot bet kontol
2020-04-21 04:40:05,diory artha,5,Aplikasinya bagus dan bermanfaat. Terima kasih
2020-04-21 04:26:53,Joko Navysta Prawito,5,Semoga semakin membantu mencerdaskan kehidupan berbangsa dan Bernegara serta memperdalam dalam mengamalkan Pancasila.
2020-04-21 04:20:13,Vina Sasta,5,Sangat membantu.. jd ga usah nimbun buku banyak² 😀 cukup dari Hp aja ❤
2020-04-21 04:16:05,Andri Badrudin,5,"Gudang Buku online, cakep banget... sangat berguna sebagai tempat belajar, referensi dan juga hiburan."
2020-04-21 04:15:48,Ridwan Haris,5,"Bagus buat nambah wawasan dan baca buku2 yang bermanfaat cukup di HP, ga repot."
2020-04-21 02:04:18,Sandy Pratama,4,"Terbaik banyak buku bacaan bermutu, tinggal tingkatkan lagi desain user interfacenya"
2020-04-21 01:09:56,erdi sw,5,Saya senang bisa membaca dari handphone tidak perlu keluar rumah
2020-04-20 14:59:19,Siti Khanifah,2,Buku nya tidak lengkap
2020-04-20 13:49:21,Abdul Muhyi,3,"Aplikasi ipusnas tidak sperti awal rilis dimana dalam 1 hari buku yg dipinjam sudah dibaca & ingin dikembalikan kemudian baca buku yang lain masih bisa. Kini tidak bisa, dan harus menunggu hari berikutnya, padahal sbagai pembaca yg membutuhkan banyak referensi sangat kesusahan jika per hari hanya bisa meminjam 2 buku saja. Tolong supaya option ""kembalikan buku"" bisa digunakan kembali, agar bisa meminjam buku lagi, agar pembaca bisa banyak membaca buku yang lainnya guna mencari hal yg diinginkan"
2020-04-20 13:16:30,Shiny Shena,4,"Saya sudah dapat email untuk verifikasi akun, sudah tervirifikasi tapi belum bisa untuk pinjam buku. Setiap klik tombol pinjam selalu ada warning untuk veeifikasi email. Bagaimana ini min?"
2020-04-20 12:30:17,Pengguna Google,5,sangat membantu terutama yg suka baca buku
2020-04-20 11:19:00,Alvino Farrasy,5,"Keren banget nih aplikasi,banyak novel-novel misteri yang ku suka.MEMANG THE BEST"
2020-04-20 11:12:09,Alifah Farhana,5,"Menarik banget sih, Sudah cukup bagus terutama membantu sekali gaperlu ke perpus sebagai rujukan dalam mengerjakam tugas dan meminjam beberapa buku bacaan fav, mungkin bisa diperbanyak lagi koleksi bukunya agar lebih lengkap, mungkin bisa ditambahkan fitur tema gelap karena untuk beberapa pengguna dapat membantu mereka dalam menggunakan aplikasi ini. Terimakasih ipusnas!💙"
2020-04-20 11:11:21,sarah nur arafah,5,"Aplikasi nya skrg udah bagus, ku jadi tenang WFH ngerjain tugas ga perlu repot lagi tinggal klik pinjam e-book langsung ada dan mudah serta cepat pelayanannya. Jangan kaya dulu lagi ya aplikasinya apalagi skrg lg dibutuhin mahasiswa bgt lagi pas WFH kaya gini.... Lama bgt kalau mau minjem buku apalagi kalau stoknya abis. Buat kalian yang baru pake aplikasi ini buat akunnya gampang kok tinggal pake email atau FB dan kalau mau cari jurnal lainnya cek Instagram perpusnas ya.. disitu ada linknya"
2020-04-20 10:38:54,Alisha Zahra,5,"Sukaa sekali ipusnas ini, ada banyak buku bacaan baik dalam negeri maupun manca negara yang bisa dipinjam atau hanya sekedar dibaca saja, terus ditingkatkan ya😍😍"
2020-04-20 10:12:33,Wikihai,5,Keren bagus banget
2020-04-20 09:28:43,Salimah Maghfiroh,5,Bagus. Sangat membantu dalam mengerjakan tugas
2020-04-20 08:14:10,Pengguna Google,4,Tambah lagi koleksi buku linguistik yaa
2020-04-20 07:53:45,Gusti Maya Firanti Noor,5,bagus banget bisa manfaatin waktu luang
2020-04-20 07:28:10,Resky Budi,5,Saya suka Sapardi Djoko Damono. Kebetulan ga pernah bisa beli bukunya. Makasi iPusnas. 🙏
2020-04-20 07:14:23,Farida Andariantika,5,"Mantapu jiwaa, suka ni sama aplikasi iPusnas memudahkan sobat yg di rmh aja kek aku buat baca buku gratis, semoga koleksinya ditambah lagi"
2020-04-20 07:12:35,Wianda Khairul,5,"Baru tahu sudah ada versi digitalnya, mantaplah"
2020-04-20 06:47:50,rizaalrh •,5,TERBAIK! BANYAK KOLEKSI BUKU BUKU YG MENARIK UNTUK DIBACA
2020-04-20 06:35:34,Dear-Adinda Puspita,4,"Koleksi lengkap, mudah penggunaannya. Tidak ada gading yang tak retak. Begitupun aplikasi ini. Sebagai pengguna saya ingin memberi beberapa saran : sebaiknya prosedur pendaftaran dipermudah, jangka waktu peminjaman diperpanjang tidak hanya 3 hari."
2020-04-20 05:52:03,Muhadi Azharudin,5,"Sudah bagus sekali, tolong ditambah lagi koleksi-koleksi buku yang belum ada di aplikasi ini."
2020-04-20 05:22:23,Fijar Bahari Purnomo,5,Mantap banget bisa jadi alternatif kegiatan saat diam di rumah
2020-04-20 05:04:45,Rizka Amalia,5,"Kerennn, sangat bermanfaat buat ngerjain tugas, saran saya kedepannya tolong perbanyak buku yg bertemakan agama untuk perguruan tinggi, selebihnya sudah bagus semua👍🏻"
2020-04-20 04:11:49,Pengguna Google,5,"Aplikasinya sangat bagus, banyak referensi buku yang saya inginkan."
2020-04-20 03:44:16,Pengguna Google,5,Trmksh. Sdh memfasilitasi perpustakaan digital gratis untuk masyarakat..mantap
2020-04-20 03:21:54,Indriani Ramadhan,2,"Maaf, kenapa waktu saya mau pinjam buku, gagal dan ada pemberitahuan verifikasi email, padahal saya sudah login Saya juga tidak menerima informasi dari kotak masuk"
2020-04-20 03:16:44,Suhardi Kuansing Riau Pekanbaru,3,Susah loginnya. Pake facebook gabisa. Pake email pun susah
2020-04-20 02:24:10,scarecrow,5,ANDA KERE ? TIDAK PUNYA UANG BUAT BELI BUKU ? DOWNLOAD NIHH APK BACA BUKU FREE NO IKLAN + OFFLANE KURANG APALAGI COBA ?
2020-04-20 02:20:36,Anwar Muchsinin,3,Cukup Membantu
2020-04-20 01:57:55,Aqil Budiman,5,Uaapiike poll rek
2020-04-20 01:42:59,Reisa Amalia,5,"untuk ukuran pelajar yg masih ditanggung oleh orangtua, pasti sangat sayang hanya sekedar mengeluarkan uang untuk membeli novel. daripada membaca yang bajakan, mending baca disini saja. hemat. bisa offline, tidak ada iklan dan hambatan lainnya."
2020-04-20 01:27:05,Ilham Nur Hanafi,5,Aplikasi Keren. Cocok nih buat yang suka baca² buku atau novel. Kedepannya nya bisa ditambah koleksi buku nya. Sip👍
2020-04-19 23:00:27,Solusi Hukum ZA,1,Bukunya gak lengkap
2020-04-19 14:50:07,Ayu Triafifah,1,Saya baru download ipusnas tp kenapa tidak bisa login? Dengan FB loading terus tidak bisa masuk dgn email tidak bisa..tolong di perbaiki karena saya butuh untuk mencari info buku untuk tugas akhir. Terimakasih
2020-04-19 13:30:12,Azmi Sinulaki,5,"Sebenarnya sangat kecewa sama aplikasi iPusnas ini. Karena stok bukunya sangat-sangat terbatas. Apalagi buku-buju terkenal, sulit sekali meminjamnya. Bisa dibilang hanya sebagian kecil pembaca yang bisa meminjamnya. Lebih sering stok kosong. Semoga bisa jadi bahan evaluasi. Tapi sebagai pendukung aplikasi buatan bangsa, saya tetap kasih bintang 5."
2020-04-19 10:30:24,Uul Wiedaya,5,Menambah bahan bacaan gratis
2020-04-19 10:27:12,Baron AL-Malik,4,"Buku cukup lengkap, tolong tambahkan kuota peminjamnya. Namun aplikasinya lemot sekali, sering eror juga. Mohon ditingkatkan."
2020-04-19 09:53:04,Danang Wahyu Prasetyo,3,"Saya mencoba regristrasi tetapi gagal , ini bagaimana cara nya ?"
2020-04-19 09:05:20,Muhammad Fajar,4,"Saya ingin bertanya, saya lupa password saya. Selanjutnya saya klik lupa password dan disuruh menulis akun e-mail saya untuk atur ulang. Lalu, kenapa link yang dikirim oleh pihak Ipusnas di e-mail tentang atur ulang password tidak mau dan ada tulisan, salah satu tulisannya yaitu Data tidak valid. Mohon bantuannya, terima kasih."
2020-04-19 07:32:13,TAKIYA GENJI TV,1,Kenapa saya tidak bisa login sama sekali? Apakah saya harus menunggu loading seumur hidup saya?
2020-04-19 06:52:50,HARRY SUSANTO,5,Bukunya tolong lebih di lengkapi ya min. Thx
2020-04-19 03:09:54,Laila Mukarromah,4,Sudah cukup bagus. Tapi masih kurang lengkap😭
2020-04-19 02:50:44,Realme C2,5,bagus
2020-04-19 00:59:43,Sri Handayani,5,Sangat bagus
2020-04-19 00:20:39,Fahmi ALHikam2707,4,"Mohon, Tambahan buku yang dipinjam lebih dari 2"
2020-04-18 16:14:48,dian mardianto,5,"Sangat membantu untuk bahan bacaan berkualitas, hanya waktu pinjamnya terbatas, mungkin bisa dipertimbangkan opsi sewa berbayar dengan jangka waktu yang lebih lama dan bisa menyewa lebih dari dua buku"
2020-04-18 11:46:57,Titik Fatimah,5,"Trimakasih ipusnas, lebih memudahkan saya sebagai mahasiswa perantauan yang uang nya hanya cukup untuk sehari hari, dan tolong tambahkan buku buku agama dan buku buku hukum karna saya cari banyak yang gk ada"
2020-04-18 08:24:00,Alan Himura,5,sangat bermanfaat
2020-04-18 06:39:25,Tamba,2,"Kenapa apk ini makin hari makin buruk. Login susah, akun keluar otomatis tanpa dikeluarin. Jadi setiap buka apk harus login terlebih dahulu"
2020-04-18 05:46:46,yustiani rahmawita,5,Keren lah pokoknya
2020-04-18 05:46:42,cakra harja,5,👍
2020-04-18 05:38:00,Yayang Azizah,5,Mantappp
2020-04-18 04:57:00,patimah patimah,5,Semoga menjadi aplikasi yang bermanfaat dunia akhirat ya 🙏🙏🙏
2020-04-18 03:57:28,Halo Oys,5,"Aplikasi keren, mau bilang terima kasih buat pemerintah dan orang-orang di balik aplikasi ini💜"
2020-04-18 03:14:23,Nisa FA,4,Aplikasi ini membantu sekali untuk membaca buku tanpa perlu mendatangi perpustakaan fisik secara langsung. Tolong lebih diperbanyak lagi koleksi bukunya dan kalau bisa maksimal peminjaman buku dan batas peminjaman buku boleh ditambah. Terima kasih :)
2020-04-18 03:13:49,User Parakan,4,Aplikasi ini membantu sekali
2020-04-18 02:05:32,Fikri Oktavia,4,Bagus. Lebih di perlengkap koleksinya.
2020-04-18 00:50:40,Moch Firdaus Noor Rochman,4,Memudahkan pengguna untuk mencari referensi buku tanpa harus jauh-jauh ke Lokasi Perpusnas RI.
2020-04-18 00:36:38,andre caem,3,"knpa gak bisa masuk ke akun saya,ko ada tulisan""kata sandi tidak sesuai""padahal kata sandi saya udh benar,masa saya harus ganti kata sandi dlu?"
2020-04-17 20:32:17,Isam Syamsiah,1,mau unduh susahh laaamaaaaaa 😧
2020-04-17 19:22:07,Ahmad Sobany,2,Roman terbitan balai pustaka kok tidak ada yah? Buku-buku karangan Hamka juga tidak saya temukan.
2020-04-17 17:22:37,sanggala vega,1,"Saya sudah masukkan password yang benar, tetapi tidak bisa."
2020-04-17 17:14:19,Dewi Hannum Hutapea,5,"Alhamdulillah bagus sekali saya suka, buku bacaan nya sangat banyak. Terima kasih ipusnas😊."
2020-04-17 15:53:27,Hafizul Umam,1,"Maaf sebelumnya, ada kendala,ketika saya sudah meminjam buku, buku yang dipinjam tidak bisa di baca"
2020-04-17 15:46:29,aisyah khoirunisa.,5,Mau nyoba dulu iya!
2020-04-17 13:23:33,Yahya Kurniawan,5,Sangat membantu
2020-04-17 13:10:44,Ratna Dewi,5,Sangat bagus
2020-04-17 12:45:23,Abd. Rahman Rauf,3,Lumayan walau masih kadang error
2020-04-17 12:36:01,Hartono,5,Aplikasinya bagus dan bermanfaat
2020-04-17 12:01:36,Divani Ayu Pramesti,5,"Apk ini sangat bagus, karena saya jadi kembali rajin membaca buku di rumah good untuk apk ini.."
2020-04-17 10:44:38,Shindidah Yasmin Sufairoh,3,"Saya ga bisa download apk nya , adapa ya ? Padahal kapasitas memori hp masih full untuk mendownload apk ini .."
2020-04-17 10:13:43,Aufie Maitsa,5,Bagus dan bisa di gunakan
2020-04-17 08:20:26,Siti Kotimah,4,Membantu orang yang suka baca buku.. Karena praktis bisa dibaca dimanapun..
2020-04-17 08:07:55,Pengguna Google,5,Aplikasi nya bagus dan mudah dimengerti
2020-04-17 07:43:11,A.Tri Sulfianti Syam,5,Good
2020-04-17 06:30:47,rahmat azzura,5,Bagus
2020-04-17 06:26:58,A Syafri Syam,5,Bagus
2020-04-17 06:21:04,Ilyas Dalimar,5,Keren banget sih ini.
2020-04-17 06:05:15,Sidik Fathurahman,5,"Sangat bermanfaat dan membantu, apalagi sekarang sedang #DirumahAja"
2020-04-17 05:55:05,sendi rustandi,5,"Kalau bisa terus tambahkan lagi buku - buku yang bagus, bergizi dan enak dibaca. Semoga perliterasian di Indonesia kian hari kian membaik dengan adanya ipusnas ini. Salam literasi!"
2020-04-17 05:46:38,hari arsa,5,Aplikasi ini sangat bagus dan mudah digunakan untuk mencari buku buku yang ingin dibaca
2020-04-17 05:17:54,Rositeuk,4,"Awalnya susah bgt loginnya, tp setelah beberapa jam bisa juga. Dan semoga buku dengan antrian terbanyak bisa ditambah copy'annya. 😊"
2020-04-17 05:09:52,Ana Marliana Ulfah,5,Koleksi nya tolong diperbanyak lagi yaa... terutama keilmuan perpustakaan dan sastra untuk mengisi waktu luang.. disaat WFH seperti ini memang asik sambil baca koleksi dari iPusnas. Terima kasih..
2020-04-17 02:41:53,Tuty Hendrawati,5,"Dengan ipusnas kita dapat membaca sepuasnya buku buku terbaru, bisa mengisi waktu ketika kita stay at home"
2020-04-17 01:47:29,Safira Ayuningtyas,5,Sangat membantu dikala pandemi ini 😍
2020-04-16 22:28:16,yenni rahmawati,2,Kok gak bisa log in
2020-04-16 16:47:52,Hana Noviana,4,"Kenapa tidak bisa login ? Tiba-tiba keluar dari akun, ketika ingin login tidak bisa. Saya merasa kesulitan mengakses ipusnas ini terlebih tidak ada perpustakaan yang buka karena pandemi ini. Jaringan saya sudah baik untuk mengakses ipusnas. Mohon segera perbaiki kualitas aplikasi. Terima kasih, telah membantu."
2020-04-16 13:53:37,TK.3B_Yuniar Tambunan,2,"Maaf sebelumnya. Saya ingin menyampaikan keluhan saya saat pertama kali menggunakan apk ipusnas. Kenapa pada saat saya nge klik 'pinjam' di buku yang ingin saya pinjam selalu ada notif dengan tulisan ""Anda belum melakukan verifikasi email. Cek kotak masuk atau kotak spam anda bila belum ditemukan atau bsilahkan hubungi admin ipusnas"" kira"" seperti itu. Mohon berikan penjelasan. Bagaimana cara mengatasinya. Terimakasih. Sementara ini aaya kasih bintang 2 yah. Nanti kalo udh bisa saya tingkatkan."
2020-04-16 12:20:15,Hamdan Nal,3,"Tolong dong diperbaiki lagi sistemnya :( Masa mau minjem buku selalu ""serves dalam proses maintenance"" tau sendirikan skrg lagi wabahnya corona, gak bisa keluar kmn2, mana belajar dr rmh, tugas numpuk. Ini ipusnas gak mendukung banget :( Tolonglah pihak2 yang mengurusi ipusnas jangan lagi donk sampe gak bisa minjem buku. Tolong diperbanyak sehari maksimal 3, bener-bener ini gak bisa keluar nyari referensi."
2020-04-16 08:02:22,Nurhidayat 9904,4,Sangat bermanfaat.. sayang sekali.. bukunya kurang lengkap dan kebanyakan keluaran lama
2020-04-16 07:54:19,zia zi,1,ini kok loding nya kgk bisa² ya gimana ini?
2020-04-16 06:20:33,Chyntia Silalahi,5,"Good, semoga koleksi bukunya lebih banyak lagi dan variatif"
2020-04-16 03:50:49,Muhammad Ferdian,1,Registrasi aj susah repot network timeout padahal jaringan bagus perbaiki lagi
2020-04-16 03:11:00,Agnestiani Fahdila,5,"Suka banget, bukunya lumayan lengkap dan ada koleksi buku dari luar juga, sering lambat juga tapi ga masalah"
2020-04-16 02:18:48,Mangan Roti,3,Kenapa tidak ada fitur lompat halaman buku jadinya harus manual
2020-04-16 02:13:46,Choi Raesung00,1,"Kenapa setiap saya login tidak bisa? Pakai Facebook tidak bisa disuruh tunggu terus tidak selesai selesai, pakai akun google malah katanya akun google anda sudah dipakai login, padahal belum pernah, ini gimana sih?! Tolong diberi bantuan, saya jadi tidak bisa membaca buku.."
2020-04-16 01:44:12,Dewi Masitoh A.S,1,Sebel... Padahal udah berharap tapi nggak bisa log in terus udah 2 hari
2020-04-15 23:29:40,Usin Usin,5,Mudah2n bsa membantu pengetahuan ank sya
2020-04-15 23:28:45,ayu wandani mustika Rahma baits nur,4,Semoga bagus karna aku baru download
2020-04-15 22:46:12,Feby Wulandari Sembiring,5,Sangat membantu untuk mencari informasi. Dengan fitur gratis untuk mengakses semua buku dapat memudahkan kita untuk membaca buku apa pun
2020-04-15 16:02:17,Suara Biji Sesawi,5,Sangat bermanfaat
2020-04-15 15:12:10,Andi Pam,5,"Sangat bermanfaat ipusnas ini setiap hari bisa baca buku di manapun, tanpa harus membawa buku yang banyak cukup lewat smart phone, semoga kedepanya bisa lebih baik"
2020-04-15 13:22:22,Cindra Alimran,3,saya sering mendapatkan buku yang telah didownload hilang saat offline dan harus download kembali
2020-04-15 12:45:11,andi rahma,3,Buku-bukunya bagus tapi sayang batas peminjamannya singkat banget
2020-04-15 12:17:54,Rinn A,5,Good
2020-04-15 11:41:34,Nesa Nuraini,3,"Aplikasinya bermanfaat banget kata temen2 aku, tapi aku sendiri nggak bisa login"
2020-04-15 11:22:04,R Fahmi,5,Terimakasih. Sangat membantu.
2020-04-15 10:32:33,Istima Rizki,1,"Permisi, ini kenapa saya coba login berulang-ulang tetap tidak bisa ya? Saya belum pernah punya akun ipusnas sebelumnya, dan login pakai facebook juga gabisa. Tolong solusinya"
2020-04-15 09:42:03,Asep Sunarya,2,"gabisa login anehh, padahal email sama password udah bener. bahkan udah uninstal trs donlod lagi. ttep aja password salah. registrasi ulang. eh jawabanya email sudah terdaftar. login lagi dengan email yg sama, ttep gabisa katanya password salah. padahal pssword dipake daftar aplikasi lain bisa. aneh masa mau baca buku aja masih ada gangguan kek gini. lemaah!!"
2020-04-15 09:39:45,Fikri Muzakki,4,Masih sering force close padahal spek hp sudah lumayan tinggi. Tingkatkan lagi min 👍
2020-04-15 05:40:39,Sri Masanti,1,Saya tidak bisa meminjam buku yang saya inginkan karena akun saya tidak bisa login.
2020-04-15 03:32:45,Achmad usuf AlMaruf,3,"Sering login keluar sendiri, fitur lupa kata sandinya bermasalah"
2020-04-15 01:41:30,Putri Suryaningsih,5,Aplikasi kesayangan.
2020-04-14 09:50:24,Pranawengrum Sekartadji,4,"Sukaaa!! Kadang kalo mau pinjam harus sabar-sabar nunggu karena jumlah copy-nya terbatas, tapi ga masalah, masih banyak judul lain yang bisa dibaca selagi nunggu. Tolong koleksinya sering diperbarui karena banyak buku-buku terbaru yang belum ada, termasuk Harry Potter dan novel-novel Andrea Hirata (:"
2020-04-14 09:46:10,Nike Andriyani,5,Ini tuh bagus banget sumpah w gk bohong kalo gk percaya lu coba aja sendiri
2020-04-14 03:16:13,Nimas Luluk Nur Alvina,1,sudah hampir lima hari gak bisa log in padahal email sama pasword nya sudah benar. mohon untuk diperbaiki lagi
2020-04-14 01:54:34,Iswahyudi Sidik,3,Kok hasil pencariannya tak sesuai terus?
2020-04-14 01:00:40,Nafa Zahra Saphira,3,Ini kenapa ga bisa buat searching judul sih?
2020-04-14 01:00:09,Kata Fulan,3,"Maaf nih, kenapa fitur search tidak bisa digunakan ya sekarang. Biasanya ketika saya masukan nama penulisnya atau judul bukunya langsung keluar, kok sekarang tidak ya? Hal ini membuat saya tidak bisa mencari bacaan yang saya butuhkan."
2020-04-13 23:16:30,Shella Ang,5,Kereeeennnn
2020-04-13 22:31:56,Pengguna Google,1,"Tidak bisa login, sudah dicoba berulang-ulang"
2020-04-13 16:43:51,Murtadha AS,2,Taek
2020-04-13 15:23:16,Putri Rahmati,1,Kenpa waktu saya download selalu gac bisa ya?
2020-04-13 14:10:53,Aan Antarudin,5,Sangat bermanfaat :)
2020-04-13 12:50:11,moli popo,5,😍😍😍
2020-04-13 09:57:20,Mangara Naibaho,3,"Kok ga bisa masuk-masuk ya, waktu klik mulai sekarang muncul notifikasi silahkan ijinkan permission ini, di klik ok masuk ke settingan hp, ga tau apa yg mau diijinkan lagi. Mohon tsnggapannya."
2020-04-13 08:43:36,raihanah athaya,3,"Koneksi internet saya bagus, tapi kenapa ya untuk download buku hanya ukuran 3.2mb ga bisa bisa ?, sudah 1 jam saya tunggu tetep ga bisa juga"
2020-04-13 06:19:47,Umar Wirahadi kusuma,1,Tidak bisa login dengan fb dan koleksinya sangat kurang
2020-04-13 02:29:10,Angeline,1,Ini kenapa ga bisa login? Dipencet pencet ga bisa terus
2020-04-13 01:47:59,Note5 Tester,3,"Saya baru unduh aplikasi ini, tapi kenapa jadi tiba2 aplikasinya terhenti terus, jadi gak bisa baca buku deh"
2020-04-13 01:21:48,Sinta Nabillah,2,Ga bsa login
2020-04-13 00:52:40,Ario Jatimurti,5,Terus tambah koleksinya yah min! Dan terus perbaiki biar gak lag kalo banyak yang pakai
2020-04-12 16:33:47,Hapsari Intan,5,Cukup membantu membuat tugas akhir
2020-04-12 15:33:54,Laili Saadah,5,"Baru mau dwonload ,,semoga emang bagus seperti review orang2"
2020-04-12 14:45:42,nor khalisa,4,Bagus
2020-04-12 09:36:35,Achmad Rohadi,5,Horas...
2020-04-12 08:50:14,Pengguna Google,4,"Saya ingin memperbaiki ulasan saya. Saya sudah berhasil login kedalam aplikasi. Terima kasih sudah membalas ulasan saya, saya suka dengan aplikasinya"
2020-04-12 04:52:19,abdu allah,4,"Bagus buku bukunya,tapi lebih baik lagi kalau bisa baca buku tanpa harus minjam buku dulu.soalnya kalau buku pendek,terus sudah selesai baca,minimal 1x24 jam baru bisa dikembalikan.batas maks minjam buku hanya dua buku saja😥.tapi selebihnya sudah mantap sih👍"
2020-04-12 02:46:17,Amelia Sinurat,1,"Udaj login pun, lalap gak bisa😠"
2020-04-11 22:11:29,Ahmalia,5,"Untuk kamu yang doyan baca,wajib download!senang sekali karena pilihannya banyak!Sayang aplikasinya belum didownload sampe sejuta,padahal gratis gini"
2020-04-11 21:01:35,Raden Maulana Rifa'i Abdullah,3,"UI masih kurang menarik perhatian, dan setiap halaman yg diganti ada notifnya, itu sangat mengganggu, tolong diperbaiki lagi dari segi user interface-nya"
2020-04-11 20:11:13,alifia jenner,2,"Halo, saya kok gabisa buka ya? Gagal terus, katanya kesalahan server dan tidak ada dls. Maksudnya apa ya min? Tolong respon min"
2020-04-11 19:08:50,Putra Mahesa,3,Tolong ditambah koleksi untuk novelnya armijn pane belenggu karena buku itu merupakan salah satu buku penting angkatan pujangga baru
2020-04-11 16:40:31,Nurnanengsi Keliki,1,bukunya tidak lengkap
2020-04-11 15:52:29,Moanna M,5,"Terimakasih, iPusnas sangat membantu terutama bagi sy yg lagi menjalani tugas akhir. Tapi mohon bantuan min, untuk kondisi sekarang (terbatas virus Covid 19) sy bnyak menemukan buku tdk tersedia & harus antri, padahal bukunya sangat saya perlukan. Perpustakaan online daerah banyak yang masih mengalami kendala sehingga tidak bisa digunakan. Jadi mohon solusinya min misal tambah stok kesediaan buku atau ada komonikasi terhadap pengelola perpustakaan online daerah untuk dapat segera difungsikan. 🙏"
2020-04-11 10:35:52,Uryo o,2,Sering eror mohon diperbaiki
